,Value
ticker,NORTHARC.NS
ROCE,5.5554284041986
ROCE (3yr avg),5.874950438711402
NFAT,72.70595336166325
NFAT (3yr avg),83.57109978249692
NPM,18.245547095973023
DPR,0.0
Retention Ratio,100.0
Dep,79.74389600605038
SSGR,1445.0565409377582
Av NPM (over 3 years),18.245547095973023
Au NFA/T (over 3 years),83.57109978249692
Av Dep%NFA (over 3 years),79.74389600605038
Au Retention ratio (over 3 years),100.0
d/e,4.26031075210045
Interest coverage,
tax %,22.4357547818437
cPAT,10469381000.0
CFO,-10466753000.0
cCFO,-58022770000.0
cCFO/cPAT,-5.542139501848294
p/a,2.9264176553143546
p/e,13.776119
EY,8.51066500202004
Earnings Growth 5yr cagr,26.070530682282754
Sales Growth 5yr cagr,45.53565605123864
PEG,0.528417283402754
no. shares (cr),16.1539008
Current Price,249.21
market cap,40257136183.68
d/e_market,2.4492550227646803
p/s,3.741923
NFA + CWIP,399165000.0
Capex,364180000.0
Capex_from_cashflow_statement,180755000.0
FCF,-10830933000.0
FCF%,-316.125476117508
FCF_capex_from_cashflow,-10647508000.0
FCF%_capex_from_cashflow,-310.7717992498869
DV,0.0
Mcap (cr),4025.7138688
d/e decreasing trend 5 yrs,False
Sales cagr >15%,True
npm >8%,True
Tax payout >25%,False
Interest coverage >3,False
d/e <0.5,False
CFO >0,False
cCFO > PAT,False
p/e <10,False
peg <1,True
EY >7%,True
p/b <3,True
DV >3%,False
EY >7,True
sgr > Sales growth (very linear),True
FCF/CFO,1.0347939805209887
Market Cap,40257138688
Net Income,3426150000.0
Total Revenue,22284920000.0
Total Assets,136380721000.0
Total Liabilities,101985088000.0
Total Stockholders Equity,23143850000.0
Total Debt,98599993000.0
Cash and Cash Equivalents,
Current Assets,112465169000.0
Current Liabilities,977788000.0
Working Capital,111487381000.0
Operating Cash Flow,-10466753000.0
Capital Expenditure,180755000.0
Dividends Paid,0
Depreciation & Amortization,178865000.0
Interest Expense,
Income Tax Expense,991027000.0
Shares Outstanding,161539008
Net Fixed Assets,399165000.0
Construction in Progress,0
Net Debt,
3-5yr Average ROA (%),2.718195102518511
3-5yr Average ROE (%),12.718450112731134
ROE,11.919875848064558
ROA,2.703532193632402
insidersPercentHeld,0.53589
institutionsPercentHeld,0.24745001
institutionsFloatPercentHeld,0.53317
institutionsCount,5.0
current,249.21
Normalized EBIT,4903099333.333333
Normalized Net Income,2883333666.6666665
