,Value
ticker,BEPL.NS
ROCE,25.678780414580903
ROCE (3yr avg),30.332364661447055
NFAT,8.382934503263842
NFAT (3yr avg),9.244690756357175
NPM,16.60991746451702
DPR,76.99131972321096
Retention Ratio,23.00868027678904
Dep,6.839576055391543
SSGR,28.49106942086425
Av NPM (over 3 years),16.60991746451702
Au NFA/T (over 3 years),9.244690756357175
Av Dep%NFA (over 3 years),6.839576055391543
Au Retention ratio (over 3 years),23.008680276789047
d/e,0.0
Interest coverage,inf
tax %,26.00266086364621
cPAT,10000669000.0
CFO,2298752000.0
cCFO,7710830000.0
cCFO/cPAT,0.7710314179981359
p/a,15.369222620042573
p/e,14.431318
EY,6.860633108953943
Earnings Growth 5yr cagr,-18.70554642047264
Sales Growth 5yr cagr,-1.845357347133536
PEG,-0.7714994085500422
no. shares (cr),24.8858
Current Price,105.06
market cap,26145021480.0
d/e_market,0.0
p/s,1.91455
NFA + CWIP,1704474000.0
Capex,397615000.0
Capex_from_cashflow_statement,213741000.0
FCF,1901137000.0
FCF%,105.98885887047769
FCF_capex_from_cashflow,2085011000.0
FCF%_capex_from_cashflow,116.23987993626632
DV,12.373904540391298
Mcap (cr),2614.5019904
d/e decreasing trend 5 yrs,False
Sales cagr >15%,False
npm >8%,True
Tax payout >25%,True
Interest coverage >3,True
d/e <0.5,True
CFO >0,True
cCFO > PAT,False
p/e <10,False
peg <1,True
EY >7%,False
p/b <3,True
DV >3%,True
EY >7,False
sgr > Sales growth (very linear),True
FCF/CFO,0.8270300580488892
Market Cap,26145019904
Net Income,1793714000.0
Total Revenue,12217360000.0
Total Assets,10557647000.0
Total Liabilities,1329892000.0
Total Stockholders Equity,10680175000.0
Total Debt,212043000.0
Cash and Cash Equivalents,161289000.0
Current Assets,8160544000.0
Current Liabilities,1117849000.0
Working Capital,7042695000.0
Operating Cash Flow,2298752000.0
Capital Expenditure,213741000.0
Dividends Paid,3235160000.0
Depreciation & Amortization,96972000.0
Interest Expense,0.0
Income Tax Expense,630311000.0
Shares Outstanding,248858000
Net Fixed Assets,1515030000.0
Construction in Progress,189444000.0
Net Debt,50754000.0
3-5yr Average ROA (%),27.063594081902288
3-5yr Average ROE (%),30.61937410607964
ROE,18.020095509678807
ROA,16.138892181713853
insidersPercentHeld,0.631
institutionsPercentHeld,0.01324
institutionsFloatPercentHeld,0.035889998
institutionsCount,11.0
current,105.06
Normalized EBIT,3038307000.0
Normalized Net Income,2220556666.6666665
Research Asset,26175800.0
R&D Amortization,7894800.0
Adjusted EBIT (R&D),2423251200.0
Adjusted Book Equity (R&D),10706350800.0
Adjusted D/E (R&D),0.0
Adjusted Invested Capital (R&D),10545061800.0
Adjusted ROC (R&D),17.004560453024208
Adjusted ROE (R&D),16.753738351259702
