,Value
ticker,20MICRONS.NS
ROCE,18.98656264981266
ROCE (3yr avg),19.9809609910856
NFAT,3.4354437563449483
NFAT (3yr avg),3.3013654616013515
NPM,6.678482702328073
DPR,0.0
Retention Ratio,100.0
Dep,6.133353289175413
SSGR,15.914758840192547
Av NPM (over 3 years),6.678482702328073
Au NFA/T (over 3 years),3.3013654616013515
Av Dep%NFA (over 3 years),6.133353289175413
Au Retention ratio (over 3 years),100.0
d/e,0.4669909962694824
Interest coverage,8.883752351180226
tax %,24.442154981335637
cPAT,1948506000.0
CFO,317862000.0
cCFO,1847468000.0
cCFO/cPAT,0.9481459128173072
p/a,10.575876923264731
p/e,13.155747
EY,7.722292738405064
Earnings Growth 5yr cagr,21.73591610947099
Sales Growth 5yr cagr,14.241931525942464
PEG,0.6052538542080427
no. shares (cr),3.52865
Current Price,228.91
market cap,8077432715.0
d/e_market,0.20405765769353115
p/s,0.8692123
NFA + CWIP,3162117000.0
Capex,829085000.0
Capex_from_cashflow_statement,766800000.0
FCF,-511223000.0
FCF%,-81.95789105798195
FCF_capex_from_cashflow,-448938000.0
FCF%_capex_from_cashflow,-71.97252802747197
DV,0.0
Mcap (cr),807.8806528
d/e decreasing trend 5 yrs,False
Sales cagr >15%,False
npm >8%,False
Tax payout >25%,False
Interest coverage >3,True
d/e <0.5,True
CFO >0,True
cCFO > PAT,False
p/e <10,False
peg <1,True
EY >7%,True
p/b <3,True
DV >3%,False
EY >7,True
sgr > Sales growth (very linear),True
FCF/CFO,-1.6083174459356575
Market Cap,8078806528
Net Income,623763000.0
Total Revenue,9116589000.0
Total Assets,7145086000.0
Total Liabilities,2804542000.0
Total Stockholders Equity,3529537000.0
Total Debt,1648262000.0
Cash and Cash Equivalents,408000.0
Current Assets,3751558000.0
Current Liabilities,2193068000.0
Working Capital,1558490000.0
Operating Cash Flow,317862000.0
Capital Expenditure,766800000.0
Dividends Paid,0
Depreciation & Amortization,182584000.0
Interest Expense,113241000.0
Income Tax Expense,202131000.0
Shares Outstanding,35286500
Net Fixed Assets,2995677000.0
Construction in Progress,166440000.0
Net Debt,1647854000.0
3-5yr Average ROA (%),9.227232262123648
3-5yr Average ROE (%),16.21191244347535
ROE,15.946543443039433
ROA,9.564669040597435
insidersPercentHeld,0.55704
institutionsPercentHeld,0.00016000001
institutionsFloatPercentHeld,0.00035999998
institutionsCount,1.0
current,228.91
Normalized EBIT,823456666.6666666
Normalized Net Income,534217333.3333333
