,Value
ticker,ASPI
longName,ASP Isotopes Inc.
ROCE,-36.71957373856534
ROCE (3yr avg),-52.51545430125632
NFAT,0.39419968321162385
NFAT (3yr avg),0.2304715565292169
NPM,-2270.618543348014
DPR,0.0
Retention Ratio,100.0
Dep,0.9908228023602135
SSGR,-524.3038127718801
Av NPM (over 3 years),-2270.618543348014
Au NFA/T (over 3 years),0.2304715565292169
Av Dep%NFA (over 3 years),0.9908228023602135
Au Retention ratio (over 3 years),100.0
d/e,2.3162758682308504
Interest coverage,-101.80383749183945
tax %,-0.3449228982857658
cPAT,-53564954.0
CFO,-16695365.0
cCFO,-25047650.0
cCFO/cPAT,0.46761264837453237
p/a,-117.39773123239479
p/e,inf
EY,-3.65680058328688
Earnings Growth 5yr cagr,
Sales Growth 5yr cagr,
PEG,
no. shares (cr),9.1913109
Current Price,9.62
market cap,884204108.5799999
d/e_market,0.04268915359443263
p/s,196.72282
NFA + CWIP,37446295.0
Capex,16837253.0
Capex_from_cashflow_statement,11372399.0
FCF,-33532618.0
FCF%,103.70833345060049
FCF_capex_from_cashflow,-28067764.0
FCF%_capex_from_cashflow,86.80685260318057
DV,0.0
Mcap (cr),90.1290176
d/e decreasing trend 5 yrs,False
Sales cagr >15%,False
npm >8%,False
Tax payout >25%,False
Interest coverage >3,False
d/e <0.5,False
CFO >0,False
cCFO > PAT,False
p/e <10,False
peg <1,False
EY >7%,False
p/b <3,False
DV >3%,False
EY >7,False
sgr > Sales growth (very linear),False
FCF/CFO,2.0084986461811405
Market Cap,901290176
Net Income,-32333581.0
Total Revenue,4144226.0
Total Assets,94347988.0
Total Liabilities,43181548.0
Total Stockholders Equity,16295954.0
Total Debt,37745925.0
Cash and Cash Equivalents,3053478.0
Current Assets,65743662.0
Current Liabilities,7058271.0
Working Capital,58685391.0
Operating Cash Flow,-16695365.0
Capital Expenditure,11372399.0
Dividends Paid,0
Depreciation & Amortization,471421.0
Interest Expense,258867.0
Income Tax Expense,111449.0
Shares Outstanding,91913109
Net Fixed Assets,23476511.0
Construction in Progress,13969784.0
Net Debt,34692447.0
3-5yr Average ROA (%),-57.99340247172441
3-5yr Average ROE (%),-91.94728409732404
ROE,-100.7363814620349
ROA,-53.053748890976614
insidersPercentHeld,0.23502001
institutionsPercentHeld,0.48139998
institutionsFloatPercentHeld,0.6293
institutionsCount,169.0
current,9.62
high,11.0
low,11.0
mean,11.0
median,11.0
Normalized EBIT,-17726421.0
Normalized Net Income,-17854984.666666668
Research Asset,4514764.399999999
R&D Amortization,1035419.0
Adjusted EBIT (R&D),-29948853.0
Adjusted Book Equity (R&D),20810718.4
Adjusted D/E (R&D),1.8137732813683165
Adjusted Invested Capital (R&D),55503165.4
Adjusted ROC (R&D),-54.144936122455725
Adjusted ROE (R&D),-155.36984537737055
